step	loss
0	0.478177011013031
1	0.1564664989709854
2	0.1297529637813568
3	0.10786788910627365
4	0.08890839666128159
5	0.07576870173215866
6	0.06620081514120102
7	0.05910862609744072
8	0.053953081369400024
